Quantity,Price,DiscountApplied(%),TotalAmount,Day,Month,Year,Hour,PaymentCash,PaymentCredit,PaymentDebit,PaymentPayPal,ProductCategory_Books,ProductCategory_Clothing,ProductCategory_Electronics,ProductCategory_HomeDecor
9,28.14896819,15.18242213,214.8774571,16,3,2024,5,0,1,0,0,1,0,0,0
9,73.38186394,15.83623911,555.8484285,19,4,2024,3,0,0,0,1,1,0,0,0
3,62.1670521,16.21346207,156.2628621,13,5,2023,7,0,1,0,0,0,0,0,1
4,46.72857313,17.18030894,154.8018396,20,12,2023,16,0,1,0,0,0,1,0,0
5,40.77649894,5.709503773,192.241816,9,2,2024,16,0,0,1,0,0,0,0,1
6,63.85713802,5.027277174,363.8811762,26,11,2023,11,0,0,0,1,1,0,0,0
9,52.21371554,14.3088699,402.6827062,3,9,2023,15,0,1,0,0,0,0,1,0
4,59.47565802,8.187174835,218.4251276,18,9,2023,6,0,0,0,1,0,1,0,0
6,79.56745493,19.67314356,383.4842117,2,3,2024,12,1,0,0,0,0,0,1,0
1,97.03105467,19.64686438,77.96749496,13,10,2023,4,1,0,0,0,0,0,0,1
2,46.97648696,10.50123828,84.08674827,16,12,2023,22,0,0,0,1,0,0,1,0
8,48.38711862,19.16301388,312.9175069,5,4,2024,5,0,0,0,1,0,1,0,0
4,85.65948369,18.91280573,277.8354878,26,7,2023,17,0,0,0,1,0,0,0,1
7,21.68528112,0.915647994,150.407042,26,10,2023,1,1,0,0,0,0,1,0,0
4,82.0753565,12.52972257,287.1661681,8,2,2024,2,0,1,0,0,0,1,0,0
9,45.20569747,5.376403374,384.9773115,8,4,2024,18,0,0,0,1,1,0,0,0
9,47.36306402,5.711744957,401.9202594,29,8,2023,21,1,0,0,0,0,0,1,0
4,36.69419333,4.694008005,139.8870598,12,2,2024,22,0,0,1,0,1,0,0,0
8,21.04483302,0.495393636,167.524626,20,6,2023,23,0,0,0,1,0,0,0,1
6,77.07526025,10.85566093,412.249388,9,11,2023,19,1,0,0,0,1,0,0,0
1,90.89361918,12.42752847,79.59778878,28,2,2024,11,0,0,1,0,0,1,0,0
7,55.1880536,4.005958652,370.840701,19,6,2023,0,0,1,0,0,1,0,0,0
1,27.26035203,15.61329113,23.0041139,22,1,2024,21,1,0,0,0,0,0,0,1
3,37.91153401,16.35875064,95.12904211,22,3,2024,15,0,1,0,0,0,0,0,1
8,17.59477523,10.84462111,125.4935082,19,10,2023,4,0,0,1,0,0,0,0,1
9,84.75009887,3.771528229,733.9835247,8,4,2024,14,1,0,0,0,0,0,0,1
3,56.86437664,13.64879902,147.3092165,8,8,2023,18,0,1,0,0,0,1,0,0
1,98.08183588,4.281614608,93.88234967,24,6,2023,6,0,0,0,1,0,0,1,0
1,79.51552665,3.297761188,76.89329448,21,5,2023,14,0,1,0,0,0,0,0,1
7,75.35616194,13.42098741,456.6983466,30,8,2023,14,0,0,0,1,1,0,0,0
5,49.41980429,1.870361751,242.4773759,11,9,2023,4,0,1,0,0,0,1,0,0
1,41.38961167,15.45593768,34.99245908,2,5,2023,17,0,0,0,1,0,0,0,1
6,34.83539565,6.394388058,195.6473116,15,6,2023,21,0,1,0,0,0,0,1,0
6,98.96702687,9.920869051,534.8918264,23,12,2023,19,0,1,0,0,0,0,1,0
4,30.76772271,17.18218148,101.924627,12,8,2023,15,0,0,0,1,0,1,0,0
7,23.20653288,12.03296616,142.8986904,19,12,2023,19,0,1,0,0,0,1,0,0
7,52.38281436,1.513903607,361.1285233,24,7,2023,13,0,0,1,0,0,0,1,0
9,56.61786354,0.06568754,509.226054,21,9,2023,18,0,1,0,0,0,0,0,1
1,25.96729216,13.58757042,22.43896805,27,8,2023,19,0,0,0,1,1,0,0,0
5,41.47472268,7.359456618,192.1120423,8,6,2023,8,1,0,0,0,1,0,0,0
3,36.33063583,4.03565346,104.5933718,8,3,2024,5,0,0,0,1,0,1,0,0
7,76.73269564,10.29775541,481.8166523,14,6,2023,19,0,1,0,0,0,1,0,0
4,53.94800272,0.194570142,215.372144,9,10,2023,3,0,1,0,0,0,0,0,1
4,79.95561932,11.68416197,282.453901,12,4,2024,10,0,0,1,0,0,0,0,1
1,18.27935017,1.099556668,18.07835835,2,10,2023,23,0,0,1,0,1,0,0,0
1,38.44622619,8.550037406,35.15905947,27,7,2023,8,1,0,0,0,0,1,0,0
2,36.84631026,19.26910017,59.49271565,9,1,2024,0,0,1,0,0,0,1,0,0
2,51.25375795,5.195508874,97.18172881,31,3,2024,19,1,0,0,0,0,1,0,0
1,46.27022672,18.65878372,37.63676519,18,8,2023,1,0,1,0,0,1,0,0,0
8,33.49395211,13.58798097,231.5424021,12,8,2023,23,0,0,1,0,0,0,0,1
6,83.61056707,11.65659024,443.1865552,20,3,2024,23,0,0,0,1,0,0,0,1
6,91.60417199,10.96941027,489.3344072,11,12,2023,5,0,1,0,0,0,1,0,0
9,79.75760464,2.48538825,699.9778666,2,11,2023,11,0,0,1,0,1,0,0,0
5,73.04594151,7.061078214,339.4405523,1,6,2023,12,0,0,0,1,0,1,0,0
4,63.0037938,1.00561152,249.4808815,28,3,2024,5,0,0,0,1,0,1,0,0
6,40.21528852,2.240423857,235.8857736,21,11,2023,13,0,0,1,0,0,0,0,1
8,92.66268409,6.653599964,691.9782382,28,8,2023,9,0,0,1,0,0,1,0,0
1,68.37694261,17.0324843,56.7306506,7,4,2024,7,0,0,1,0,1,0,0,0
7,90.05234375,10.74599727,562.6272494,15,3,2024,15,0,0,0,1,1,0,0,0
8,50.76067807,4.454158341,387.9977368,19,6,2023,20,0,1,0,0,1,0,0,0
9,47.08859096,4.821816754,403.3625885,29,10,2023,17,0,0,1,0,0,0,0,1
8,16.92716487,7.436259202,125.3473361,20,9,2023,20,0,1,0,0,0,1,0,0
7,40.36466417,5.857593478,266.0018636,21,10,2023,20,0,0,1,0,0,0,1,0
3,44.72633558,12.47141117,117.4449911,5,9,2023,6,0,1,0,0,0,0,0,1
2,54.47928338,11.60097509,96.31831058,20,12,2023,0,0,0,1,0,0,1,0,0
3,52.76182572,11.66807217,139.8166134,9,10,2023,8,1,0,0,0,0,1,0,0
4,92.61292637,15.97990601,311.2538711,5,9,2023,7,0,0,1,0,0,1,0,0
4,55.65793327,18.18266159,182.1513585,26,10,2023,5,0,1,0,0,1,0,0,0
6,86.07652708,11.18749563,458.6803163,15,10,2023,21,0,0,1,0,1,0,0,0
7,21.55755104,1.966923575,147.9347134,18,3,2024,14,1,0,0,0,0,0,0,1
4,61.49201648,16.7826188,204.6881831,20,3,2024,2,0,1,0,0,0,1,0,0
6,58.41084424,15.99631783,294.4035597,1,3,2024,12,1,0,0,0,1,0,0,0
9,24.02643488,2.107160192,211.6814347,8,9,2023,3,0,0,1,0,0,1,0,0
6,32.06079452,10.979121,171.2448066,4,7,2023,2,1,0,0,0,0,0,0,1
3,55.03081772,9.144268467,149.995956,24,6,2023,13,0,1,0,0,0,1,0,0
1,56.91297284,16.26407937,47.65660177,9,11,2023,8,0,0,1,0,0,0,1,0
5,91.00612525,11.71001368,401.7464777,15,3,2024,16,1,0,0,0,1,0,0,0
3,24.80397902,19.58580394,59.83776096,6,12,2023,3,0,0,1,0,0,1,0,0
8,37.42593442,14.67056848,255.4826967,25,1,2024,7,0,1,0,0,0,0,0,1
1,31.60660049,10.87373398,28.16978283,24,10,2023,22,0,1,0,0,0,1,0,0
2,80.4337697,1.524137357,158.4156971,1,7,2023,15,0,0,1,0,0,0,1,0
3,29.43171334,4.553975378,84.27420108,28,10,2023,1,0,0,1,0,1,0,0,0
3,90.88688071,9.460884175,246.8645346,23,12,2023,20,0,0,0,1,0,0,1,0
8,93.74927492,0.298188752,747.757801,15,5,2023,19,0,0,1,0,1,0,0,0
5,20.07815972,7.465198157,92.89642655,10,11,2023,2,0,0,0,1,1,0,0,0
8,29.51867513,18.39145137,192.7180988,21,1,2024,5,1,0,0,0,1,0,0,0
6,44.58936183,13.53583994,231.3229031,6,5,2023,10,0,0,0,1,0,1,0,0
2,88.03866039,12.9886575,153.2072407,6,10,2023,16,0,0,0,1,1,0,0,0
4,20.97266637,16.03296214,70.44050686,6,6,2023,18,0,0,0,1,1,0,0,0
9,41.0059968,2.140468843,361.154486,26,5,2023,16,0,0,1,0,0,0,0,1
4,73.11647606,14.34621953,250.5081036,20,4,2024,23,1,0,0,0,1,0,0,0
5,75.07996214,15.90482222,315.6931382,13,11,2023,22,0,0,0,1,0,1,0,0
5,42.07676262,5.716224435,198.3578022,5,7,2023,19,0,0,1,0,0,1,0,0
8,96.68583212,13.3148571,670.4980139,24,9,2023,7,0,0,1,0,0,1,0,0
6,41.72207204,15.03390161,212.6977006,14,8,2023,23,0,0,1,0,0,0,1,0
7,65.21617763,0.153210324,455.813818,10,6,2023,7,0,0,0,1,1,0,0,0
6,65.38333862,19.2905358,316.6232536,12,4,2024,6,0,1,0,0,0,0,0,1
5,82.03894808,13.26439816,355.7848768,8,12,2023,23,0,0,0,1,0,0,0,1
5,42.11611438,2.61217813,205.0798323,11,5,2023,19,1,0,0,0,1,0,0,0
3,46.92760128,12.93735591,122.5692315,1,3,2024,10,0,0,1,0,0,0,0,1
7,47.63837058,7.07559035,309.8737224,15,2,2024,21,1,0,0,0,1,0,0,0
5,15.28359689,7.003567257,71.06599952,30,1,2024,0,0,0,0,1,0,0,0,1
7,75.93824117,5.062414052,504.6575309,9,5,2023,10,0,0,0,1,0,0,0,1
2,79.17817079,11.81899445,139.6402144,7,10,2023,19,1,0,0,0,0,1,0,0
9,83.85599071,14.99010908,641.5729761,9,2,2024,7,1,0,0,0,0,0,0,1
8,74.2941333,10.65709247,531.0123105,17,1,2024,7,0,0,0,1,1,0,0,0
5,63.32793945,1.404845921,312.1913974,15,4,2024,4,0,0,0,1,1,0,0,0
2,60.7823409,9.724149958,109.7435498,30,12,2023,10,0,1,0,0,1,0,0,0
6,67.93314493,13.24623566,353.6073628,26,2,2024,23,0,0,1,0,1,0,0,0
8,10.725672,2.848780127,83.36096952,10,8,2023,4,0,1,0,0,0,0,1,0
7,50.3106148,8.698562155,321.5402029,13,1,2024,20,0,0,0,1,0,0,0,1
8,13.57416588,8.942321727,98.88256233,10,6,2023,1,0,0,1,0,0,0,0,1
4,53.9536866,0.095717069,215.6081748,25,11,2023,4,0,1,0,0,0,1,0,0
3,23.386078,16.75376039,58.40409157,21,8,2023,5,0,0,0,1,0,1,0,0
7,10.83986316,2.616014952,73.89403503,19,2,2024,15,0,0,0,1,1,0,0,0
2,75.74191011,11.48572127,134.0848109,6,9,2023,3,0,0,0,1,0,0,1,0
5,73.40867547,17.78444565,301.7667474,8,12,2023,3,0,0,0,1,0,0,1,0
7,44.8025554,17.63781551,258.3025434,22,8,2023,14,1,0,0,0,0,1,0,0
1,15.89246289,14.13957458,13.64533625,7,8,2023,11,0,1,0,0,0,0,1,0
4,97.74327733,16.04128784,328.2559875,22,5,2023,11,0,0,1,0,0,0,1,0
2,23.574322,18.69027479,38.33643287,19,10,2023,13,0,0,0,1,0,0,0,1
6,53.94882253,8.505156119,296.1623457,2,9,2023,23,1,0,0,0,0,1,0,0
1,34.48679823,18.56250719,28.08518383,14,4,2024,8,0,1,0,0,0,0,1,0
7,21.91199071,18.50696396,124.9972254,8,2,2024,18,0,0,1,0,0,0,0,1
3,56.15064639,6.251134717,157.9217815,26,2,2024,7,1,0,0,0,1,0,0,0
1,27.63107073,14.87311761,23.52146908,16,10,2023,18,0,1,0,0,0,0,0,1
8,42.47060998,14.05412272,292.0139067,12,12,2023,12,0,0,0,1,1,0,0,0
7,64.585164,1.553243354,445.0739946,30,5,2023,20,1,0,0,0,0,1,0,0
2,44.81531868,16.70476749,74.65804778,19,3,2024,3,0,1,0,0,0,0,0,1
7,56.75045533,3.142743404,384.768539,2,2,2024,4,0,1,0,0,0,1,0,0
3,30.88080199,4.619268278,88.3630047,16,11,2023,15,1,0,0,0,1,0,0,0
9,72.64036538,11.66526845,577.5000458,28,12,2023,20,0,0,1,0,0,0,1,0
8,67.10925922,14.24374317,460.4031096,12,4,2024,23,1,0,0,0,1,0,0,0
5,72.36672759,15.47523809,305.839021,1,2,2024,20,0,1,0,0,1,0,0,0
7,40.57822452,7.003073655,264.155511,31,3,2024,18,1,0,0,0,0,0,0,1
3,94.64319551,10.02626321,255.4620588,20,5,2023,2,0,0,0,1,0,0,0,1
1,66.16318855,8.420270443,60.59206914,10,4,2024,2,0,0,1,0,0,1,0,0
1,21.45011706,4.182313855,20.55300584,26,10,2023,4,0,0,1,0,0,0,0,1
2,97.75628546,5.397233689,184.9603006,10,5,2023,18,1,0,0,0,1,0,0,0
8,61.2009678,12.46448881,428.5806401,12,7,2023,0,0,0,0,1,0,0,1,0
1,72.85729371,16.02708292,61.18039483,31,3,2024,8,1,0,0,0,1,0,0,0
5,43.50088315,12.11869883,191.1457106,25,8,2023,20,0,0,1,0,0,1,0,0
9,49.80508665,9.485897029,405.7256467,30,3,2024,15,0,0,1,0,1,0,0,0
9,75.92305952,15.01728471,580.6932976,15,3,2024,18,1,0,0,0,0,1,0,0
2,87.88087798,1.989930645,172.2642189,26,2,2024,3,0,0,1,0,0,1,0,0
7,96.44232809,11.32901297,598.6145496,1,5,2023,18,0,1,0,0,0,1,0,0
1,99.09882867,9.604177941,89.58120082,23,1,2024,7,0,1,0,0,1,0,0,0
3,63.57238791,4.17434953,182.7559627,25,3,2024,19,0,0,0,1,0,1,0,0
6,17.87052305,5.83421228,100.9675128,22,7,2023,20,0,1,0,0,1,0,0,0
9,62.0590381,14.46140085,477.7598865,5,11,2023,2,1,0,0,0,0,0,1,0
2,28.39783212,10.09577266,51.06170309,15,11,2023,6,0,0,0,1,0,0,0,1
7,68.35048447,16.85935198,397.78925,3,12,2023,15,0,0,0,1,1,0,0,0
4,40.21045553,0.599833005,159.8770398,8,3,2024,18,0,0,0,1,0,0,0,1
2,56.99257891,7.147838111,105.8376833,2,7,2023,1,0,0,0,1,0,0,0,1
3,69.48432498,5.948747587,196.0526336,20,6,2023,3,0,0,0,1,0,0,1,0
6,91.74831457,5.000055552,522.9650873,25,10,2023,16,0,1,0,0,0,0,1,0
9,81.3457404,12.40114553,641.3214308,30,5,2023,1,0,0,0,1,0,0,1,0
8,11.90217446,9.170642933,86.48534828,20,6,2023,7,0,0,1,0,0,1,0,0
9,23.77038774,16.35949316,178.935055,12,4,2024,15,0,1,0,0,1,0,0,0
4,88.18723455,1.048834456,349.0491858,30,8,2023,15,0,1,0,0,1,0,0,0
4,76.89013219,10.15378729,276.3314869,13,1,2024,18,0,0,0,1,0,0,1,0
9,23.3097608,3.976803779,201.4449961,19,3,2024,3,1,0,0,0,0,1,0,0
8,63.00271119,4.116861086,483.2718167,1,9,2023,17,0,0,0,1,0,0,1,0
2,62.88317904,0.242975958,125.4607761,15,6,2023,4,0,1,0,0,0,0,1,0
8,79.74298119,5.1592507,605.030727,8,3,2024,8,0,0,1,0,0,1,0,0
1,83.20738484,15.1171734,70.62878019,21,3,2024,8,0,0,0,1,0,0,1,0
9,70.65873343,13.59334994,549.4846008,20,10,2023,8,0,0,0,1,0,0,0,1
9,74.19001297,10.38772411,598.3502319,27,8,2023,1,1,0,0,0,1,0,0,0
8,70.00216444,15.59549711,472.6798313,8,9,2023,14,1,0,0,0,1,0,0,0
5,23.58897586,2.365991863,115.1543131,8,12,2023,9,0,1,0,0,1,0,0,0
5,71.61078229,5.320455434,339.0038127,21,5,2023,5,0,1,0,0,0,0,1,0
3,52.40118571,19.62978866,126.3448311,9,12,2023,17,0,1,0,0,0,0,0,1
5,98.00186323,14.42465992,419.3271387,7,3,2024,19,0,1,0,0,0,0,1,0
4,73.7955851,8.106837319,271.2523883,25,11,2023,11,1,0,0,0,0,0,0,1
1,43.67190297,8.341468945,40.02902474,9,5,2023,5,0,1,0,0,0,1,0,0
9,91.90465954,11.90361731,728.6821252,24,2,2024,0,0,0,1,0,0,1,0,0
4,30.7341654,0.239115095,122.6427015,18,10,2023,11,0,0,1,0,0,1,0,0
3,52.06822489,14.16866385,134.0725594,24,4,2024,23,0,0,1,0,0,0,0,1
6,15.72645045,1.261590441,93.16828236,2,8,2023,8,0,1,0,0,0,0,1,0
1,66.58409794,10.02917489,59.90626231,10,8,2023,17,0,1,0,0,0,0,0,1
5,60.26906864,12.49326605,263.6974677,10,4,2024,13,0,1,0,0,0,0,1,0
7,55.40167868,12.15063459,340.690162,7,11,2023,19,0,0,0,1,0,1,0,0
2,28.59940847,18.04413906,46.87778287,12,4,2024,0,0,0,1,0,1,0,0,0
9,54.49622542,4.457413361,468.6039305,15,10,2023,15,0,0,1,0,0,0,0,1
6,51.32570881,3.788643138,296.2869652,17,11,2023,17,0,0,0,1,1,0,0,0
2,11.9658769,13.47218792,20.70762295,16,5,2023,14,0,1,0,0,1,0,0,0
8,24.61376216,9.275985518,178.6447452,8,5,2023,4,0,0,1,0,0,0,0,1
8,91.17029474,15.20861354,618.4364556,3,2,2024,1,1,0,0,0,0,1,0,0
1,81.00520075,9.141784953,73.5998795,17,12,2023,0,0,0,1,0,0,0,1,0
1,20.79047713,11.71494726,18.3548837,30,9,2023,20,0,0,0,1,0,1,0,0
1,97.54491004,0.464108799,97.09219552,29,10,2023,13,0,0,0,1,1,0,0,0
4,51.87781647,14.88416418,176.6249484,16,9,2023,21,1,0,0,0,1,0,0,0
4,77.50063183,19.01567929,251.0534409,30,6,2023,2,0,0,1,0,0,0,0,1
8,58.76113404,2.47822316,458.4392161,30,11,2023,0,1,0,0,0,0,0,0,1
1,78.78909724,3.968779926,75.66213136,15,3,2024,23,1,0,0,0,0,0,1,0
3,69.61908908,16.23096015,174.9577274,5,10,2023,4,0,1,0,0,0,1,0,0
1,15.86007385,1.700369931,15.59039392,29,7,2023,12,0,0,1,0,0,0,0,1
9,92.21964848,3.002923826,805.0532642,26,10,2023,2,1,0,0,0,0,0,1,0
9,79.15910218,2.992039354,691.1156762,25,7,2023,5,1,0,0,0,1,0,0,0
7,29.94402197,6.343520295,196.311618,28,6,2023,15,1,0,0,0,0,0,0,1
8,30.3725315,11.53494453,214.9526147,31,7,2023,9,0,1,0,0,0,1,0,0
1,71.799596,10.63926706,64.16064524,2,9,2023,5,0,0,0,1,0,0,0,1
5,73.08378842,11.83308275,322.1786163,9,6,2023,8,0,0,1,0,1,0,0,0
2,17.8358509,1.715076014,35.05990501,16,6,2023,4,0,1,0,0,0,0,1,0
1,91.45326234,4.000121472,87.79502076,19,3,2024,4,0,0,1,0,0,1,0,0
3,77.22413088,17.63263879,190.8224365,8,7,2023,18,1,0,0,0,0,0,1,0
7,98.56328724,0.620069685,685.6648832,3,9,2023,6,0,0,0,1,0,0,0,1
1,48.94520023,16.9943514,40.62728092,30,12,2023,22,1,0,0,0,1,0,0,0
2,17.75978417,0.931489765,35.1887072,8,7,2023,13,1,0,0,0,0,0,0,1
2,91.51064844,9.051859991,166.4544653,7,12,2023,11,0,1,0,0,0,0,1,0
4,83.15825798,5.488592754,314.3761594,28,7,2023,5,0,1,0,0,0,0,0,1
3,10.02002484,2.067279685,29.4386487,2,1,2024,2,0,0,0,1,0,0,1,0
3,57.70235788,1.855588159,169.8949193,12,5,2023,22,0,1,0,0,1,0,0,0
5,10.67277727,0.24176844,53.23486929,23,1,2024,12,1,0,0,0,1,0,0,0
3,41.63517192,17.95390034,102.4801039,21,5,2023,13,0,0,0,1,0,0,1,0
7,88.25017629,2.758349951,600.7114932,13,12,2023,6,0,1,0,0,0,0,0,1
5,70.6430279,11.99725626,310.839014,27,10,2023,23,0,1,0,0,0,1,0,0
4,86.55551794,10.17534339,310.9927871,4,7,2023,5,0,1,0,0,0,1,0,0
3,60.14639601,6.763508312,168.2351686,17,2,2024,2,0,1,0,0,1,0,0,0
4,79.67453931,7.973811633,293.2857665,20,5,2023,20,0,0,1,0,1,0,0,0
2,53.7567023,18.44152107,87.68629744,14,9,2023,16,0,1,0,0,0,0,0,1
1,55.25093493,11.88410744,48.68485446,19,8,2023,10,0,0,0,1,0,1,0,0
3,63.81917849,15.60358249,161.583301,18,2,2024,8,0,0,1,0,0,0,1,0
2,22.65408657,7.169243342,42.05991996,16,3,2024,12,0,0,1,0,0,0,1,0
1,67.909761,7.414728674,62.87443647,12,1,2024,1,0,0,0,1,0,0,0,1
1,87.01190017,14.98690062,73.97151316,21,9,2023,6,1,0,0,0,0,0,0,1
2,24.35663976,7.841123939,44.89361089,25,5,2023,11,0,1,0,0,0,1,0,0
9,43.91595842,0.559318679,393.0329543,8,6,2023,11,0,0,0,1,0,0,1,0
5,92.82722801,15.72732341,391.1399482,1,11,2023,13,0,0,1,0,0,1,0,0
9,38.02593289,7.73283313,315.7690586,17,6,2023,2,0,0,1,0,0,1,0,0
8,88.76803067,9.338876169,643.8247536,17,5,2023,20,0,1,0,0,0,1,0,0
6,67.70970037,11.80511018,358.2989738,26,10,2023,10,0,1,0,0,0,1,0,0
1,85.90936508,0.870567189,85.16146634,29,5,2023,22,0,0,1,0,0,1,0,0
5,22.84700043,10.7916745,101.9071326,16,5,2023,0,0,0,1,0,1,0,0,0
1,80.83195213,10.04070034,72.71585804,28,12,2023,21,0,1,0,0,0,0,1,0
7,12.67260573,1.050723762,87.77616155,29,9,2023,1,1,0,0,0,0,0,0,1
8,45.51173525,8.394177165,333.5311965,15,1,2024,13,0,1,0,0,0,0,0,1
8,35.18275219,14.38011741,240.987449,19,7,2023,17,0,0,0,1,0,0,1,0
7,67.70377876,7.971697201,436.1464697,3,8,2023,5,0,1,0,0,0,0,1,0
2,78.81838496,19.14796818,127.4525314,10,11,2023,20,1,0,0,0,0,0,0,1
5,41.05769515,5.99781339,192.9756561,11,6,2023,12,0,0,1,0,0,1,0,0
4,85.33829886,9.244194791,309.7978411,18,6,2023,4,0,1,0,0,1,0,0,0
5,59.65393599,4.480474519,284.9057829,2,9,2023,13,1,0,0,0,1,0,0,0
9,77.76769657,16.55328504,584.0512928,4,7,2023,7,1,0,0,0,0,0,0,1
4,75.26222368,3.410781077,290.780776,27,8,2023,21,0,0,0,1,0,0,0,1
8,22.45692953,10.5201906,160.7553419,19,5,2023,19,1,0,0,0,0,0,1,0
8,75.8311698,7.738969469,559.7009498,3,11,2023,15,0,0,1,0,0,1,0,0
2,84.36729657,8.382332079,154.5906992,12,10,2023,7,0,1,0,0,0,0,1,0
6,13.15184193,15.30326002,66.83508819,13,6,2023,2,0,0,1,0,0,1,0,0
5,24.61468378,13.67468541,106.2435161,17,12,2023,10,0,0,1,0,0,1,0,0
2,56.83687387,5.764467544,107.1210614,17,5,2023,9,0,1,0,0,0,0,1,0
4,15.2952736,12.75868372,53.37519207,18,4,2024,17,0,0,1,0,1,0,0,0
7,42.94848391,6.257916153,281.8256266,28,10,2023,23,0,1,0,0,1,0,0,0
1,85.54482024,0.775866516,84.88110662,20,11,2023,4,0,1,0,0,0,0,1,0
9,19.09378464,18.97299352,139.2400991,6,6,2023,7,0,1,0,0,0,0,0,1
1,22.59472159,10.54728193,20.2115926,13,8,2023,13,0,0,0,1,0,0,1,0
5,20.73162783,15.66048749,87.42476926,31,7,2023,10,1,0,0,0,1,0,0,0
7,59.03902878,14.16263165,354.7428402,3,6,2023,7,1,0,0,0,1,0,0,0
8,37.36879192,19.72790615,239.9736938,24,5,2023,5,1,0,0,0,0,0,0,1
2,83.47027794,12.93355898,145.3492006,7,1,2024,19,1,0,0,0,0,0,0,1
4,62.39652328,19.23668046,201.5740139,4,10,2023,11,0,0,1,0,0,0,0,1
2,70.30066132,17.29535099,116.2838304,18,2,2024,21,0,0,1,0,0,0,1,0
4,37.68020599,5.809135964,141.9652464,10,2,2024,8,0,0,1,0,0,0,1,0
6,54.26104368,19.74795827,261.2735725,11,7,2023,22,0,0,0,1,1,0,0,0
6,43.3602353,14.15062802,223.3469382,25,7,2023,11,0,0,0,1,0,1,0,0
2,54.75385547,5.836082499,103.1167506,24,12,2023,22,0,0,0,1,0,0,1,0
4,71.94406117,0.212698438,287.1641491,23,12,2023,7,0,0,0,1,1,0,0,0
4,50.5748923,0.087024977,202.1235181,15,2,2024,9,1,0,0,0,0,0,1,0
1,16.00078853,11.16218976,14.21475015,7,5,2023,15,0,0,1,0,1,0,0,0
2,43.37766443,0.628436982,86.21012629,15,12,2023,0,0,0,0,1,0,1,0,0
3,89.96675491,7.266419218,250.28818,22,7,2023,12,1,0,0,0,1,0,0,0
5,84.0878869,11.23959938,373.1837265,19,2,2024,17,0,1,0,0,1,0,0,0
8,84.96255082,2.51732535,662.5901359,2,5,2023,20,1,0,0,0,0,1,0,0
6,26.29892351,0.428776052,157.1169601,7,2,2024,3,1,0,0,0,1,0,0,0
3,17.14337354,10.07061314,46.25079213,21,8,2023,19,0,0,1,0,0,0,1,0
6,83.19460214,0.056039373,498.8878824,31,7,2023,11,0,1,0,0,1,0,0,0
7,69.93545012,2.547858552,477.0751564,8,11,2023,5,0,0,0,1,0,1,0,0
6,55.74417565,15.64077413,282.1521303,3,5,2023,17,1,0,0,0,0,0,1,0
6,71.84467402,4.661369376,410.9743703,25,11,2023,11,1,0,0,0,0,0,0,1
1,93.780191,3.943609416,90.08186655,30,8,2023,13,0,0,0,1,1,0,0,0
3,21.61967939,11.5046115,57.3972578,9,5,2023,9,0,1,0,0,1,0,0,0
7,25.25533163,12.7032567,154.3295742,18,8,2023,18,0,0,1,0,1,0,0,0
4,63.08798891,9.053337762,229.5056808,25,8,2023,5,1,0,0,0,1,0,0,0
4,73.61225238,18.62729517,239.6011234,2,2,2024,0,0,1,0,0,1,0,0,0
7,67.92317711,0.603079867,472.5948227,26,1,2024,10,1,0,0,0,0,0,1,0
9,32.85496561,18.83761023,239.9928773,29,6,2023,16,0,1,0,0,0,0,0,1
2,65.99711099,2.742936069,128.3737049,4,4,2024,23,1,0,0,0,0,1,0,0
9,60.42075695,19.0795685,440.0346352,27,8,2023,14,0,0,1,0,1,0,0,0
3,12.17359975,15.93614954,30.70079006,27,4,2024,20,0,0,0,1,0,1,0,0
6,66.0119494,6.642730241,369.761722,21,3,2024,2,1,0,0,0,0,0,0,1
4,50.60131633,5.139135646,192.0033842,8,11,2023,13,0,1,0,0,0,0,1,0
1,86.79790642,15.91158798,72.98698118,10,1,2024,19,1,0,0,0,0,1,0,0
9,68.98005571,7.638165016,573.401207,6,11,2023,2,0,0,1,0,0,0,0,1
6,59.20659753,18.82315572,288.3722849,30,3,2024,21,0,0,0,1,0,0,1,0
8,90.59517201,16.17781349,607.5108324,3,8,2023,9,0,0,1,0,1,0,0,0
2,69.74703598,7.488125835,129.0485803,22,10,2023,4,0,0,0,1,0,0,0,1
7,32.54984318,12.7888538,198.7096393,16,3,2024,22,0,0,1,0,1,0,0,0
6,52.08189817,8.345022603,286.413912,21,2,2024,6,0,1,0,0,0,0,1,0
2,70.51990489,5.121058265,133.8170789,26,3,2024,3,0,0,1,0,0,0,1,0
2,83.86262064,14.45525766,143.4801255,19,12,2023,22,0,0,0,1,1,0,0,0
4,35.50166515,10.00396888,127.8003585,8,5,2023,0,0,0,1,0,1,0,0,0
4,75.38521332,13.48475585,260.8788054,25,1,2024,14,1,0,0,0,0,1,0,0
3,71.45196509,6.629264268,200.1456765,9,7,2023,17,0,0,0,1,0,1,0,0
8,23.24351795,0.382224606,185.237404,27,7,2023,23,0,0,0,1,1,0,0,0
7,23.76159486,4.65693883,158.5852235,7,2,2024,8,0,1,0,0,1,0,0,0
2,55.15290718,16.69280688,91.89267779,4,11,2023,6,1,0,0,0,1,0,0,0
3,47.00344801,15.22481029,119.5417867,25,9,2023,23,0,0,0,1,0,0,1,0
9,22.02214945,16.9027859,164.6981341,31,7,2023,20,0,0,0,1,0,0,1,0
5,17.88917155,14.35355844,76.60719427,31,12,2023,21,0,0,0,1,0,0,0,1
